TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Bremen","Value",OBS_VALUE,554377
1994_1998,"Total population in Urban Audit cities","Bremen","Value",OBS_VALUE,548826
1999_2002,"Total population in Urban Audit cities","Bremen","Value",OBS_VALUE,540950
1999_2002,"Proportion of journeys to work by bicycle","Bremen","Value",OBS_VALUE,17.8
1999_2002,"Proportion of journeys to work by foot","Bremen","Value",OBS_VALUE,7.3
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Bremen","Value",OBS_VALUE,23.4
1999_2002,"Proportion of journeys to work by car or motor cycle","Bremen","Value",OBS_VALUE,51.5
2003_2006,"Total population in Urban Audit cities","Bremen","Value",OBS_VALUE,545932
2003_2006,"Proportion of journeys to work by bicycle","Bremen","Value",OBS_VALUE,18.6
2003_2006,"Proportion of journeys to work by foot","Bremen","Value",OBS_VALUE,6.8
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Bremen","Value",OBS_VALUE,24.4
2003_2006,"Proportion of journeys to work by car or motor cycle","Bremen","Value",OBS_VALUE,50.2

