TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Gen?ve","Value",OBS_VALUE,171042
1989_1993,"Proportion of journeys to work by bicycle","Gen?ve","Value",OBS_VALUE,2.0
1989_1993,"Proportion of journeys to work by foot","Gen?ve","Value",OBS_VALUE,15.8
1989_1993,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Gen?ve","Value",OBS_VALUE,43.2
1989_1993,"Proportion of journeys to work by car or motor cycle","Gen?ve","Value",OBS_VALUE,39.1
1994_1998,"Total population in Urban Audit cities","Gen?ve","Value",OBS_VALUE,176372
1999_2002,"Total population in Urban Audit cities","Gen?ve","Value",OBS_VALUE,177964
1999_2002,"Proportion of journeys to work by bicycle","Gen?ve","Value",OBS_VALUE,4.6
1999_2002,"Proportion of journeys to work by foot","Gen?ve","Value",OBS_VALUE,16.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Gen?ve","Value",OBS_VALUE,40.7
1999_2002,"Proportion of journeys to work by car or motor cycle","Gen?ve","Value",OBS_VALUE,38.4
2003_2006,"Total population in Urban Audit cities","Gen?ve","Value",OBS_VALUE,184758

