TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Saarbrucken","Value",OBS_VALUE,182858
1999_2002,"Proportion of journeys to work by bicycle","Saarbrucken","Value",OBS_VALUE,1.4
1999_2002,"Proportion of journeys to work by foot","Saarbrucken","Value",OBS_VALUE,10.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Saarbrucken","Value",OBS_VALUE,10.2
1999_2002,"Proportion of journeys to work by car or motor cycle","Saarbrucken","Value",OBS_VALUE,78.2
2003_2006,"Total population in Urban Audit cities","Saarbrucken","Value",OBS_VALUE,180269
2003_2006,"Proportion of journeys to work by bicycle","Saarbrucken","Value",OBS_VALUE,1.5
2003_2006,"Proportion of journeys to work by foot","Saarbrucken","Value",OBS_VALUE,10.4
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Saarbrucken","Value",OBS_VALUE,9.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Saarbrucken","Value",OBS_VALUE,78.4

