TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","J?nk?ping","Value",OBS_VALUE,112277
1994_1998,"Total population in Urban Audit cities","J?nk?ping","Value",OBS_VALUE,115636
1999_2002,"Total population in Urban Audit cities","J?nk?ping","Value",OBS_VALUE,117095
1999_2002,"Proportion of journeys to work by bicycle","J?nk?ping","Value",OBS_VALUE,9.0
1999_2002,"Proportion of journeys to work by foot","J?nk?ping","Value",OBS_VALUE,17.0
2003_2006,"Total population in Urban Audit cities","J?nk?ping","Value",OBS_VALUE,119340
2003_2006,"Proportion of journeys to work by bicycle","J?nk?ping","Value",OBS_VALUE,8.0
2003_2006,"Proportion of journeys to work by foot","J?nk?ping","Value",OBS_VALUE,11.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","J?nk?ping","Value",OBS_VALUE,14.0
2003_2006,"Proportion of journeys to work by car or motor cycle","J?nk?ping","Value",OBS_VALUE,67.0

