TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Venezia","Value",OBS_VALUE,309422
1989_1993,"Proportion of journeys to work by bicycle","Venezia","Value",OBS_VALUE,3.2
1989_1993,"Proportion of journeys to work by foot","Venezia","Value",OBS_VALUE,15.6
1994_1998,"Total population in Urban Audit cities","Venezia","Value",OBS_VALUE,294503
1999_2002,"Total population in Urban Audit cities","Venezia","Value",OBS_VALUE,271073
1999_2002,"Proportion of journeys to work by bicycle","Venezia","Value",OBS_VALUE,5.4
1999_2002,"Proportion of journeys to work by foot","Venezia","Value",OBS_VALUE,15.8
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Venezia","Value",OBS_VALUE,36.9
1999_2002,"Proportion of journeys to work by car or motor cycle","Venezia","Value",OBS_VALUE,42.6
2003_2006,"Total population in Urban Audit cities","Venezia","Value",OBS_VALUE,271251

