TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Logro?o","Value",OBS_VALUE,122254
1994_1998,"Total population in Urban Audit cities","Logro?o","Value",OBS_VALUE,123841
1999_2002,"Total population in Urban Audit cities","Logro?o","Value",OBS_VALUE,133058
1999_2002,"Proportion of journeys to work by bicycle","Logro?o","Value",OBS_VALUE,0.6
1999_2002,"Proportion of journeys to work by foot","Logro?o","Value",OBS_VALUE,32.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Logro?o","Value",OBS_VALUE,12.7
1999_2002,"Proportion of journeys to work by car or motor cycle","Logro?o","Value",OBS_VALUE,54.4
2003_2006,"Total population in Urban Audit cities","Logro?o","Value",OBS_VALUE,141568
2003_2006,"Proportion of journeys to work by bicycle","Logro?o","Value",OBS_VALUE,0.4
2003_2006,"Proportion of journeys to work by foot","Logro?o","Value",OBS_VALUE,30.5
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Logro?o","Value",OBS_VALUE,12.2
2003_2006,"Proportion of journeys to work by car or motor cycle","Logro?o","Value",OBS_VALUE,56.8

