TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Santander","Value",OBS_VALUE,191079
1994_1998,"Total population in Urban Audit cities","Santander","Value",OBS_VALUE,185410
1999_2002,"Total population in Urban Audit cities","Santander","Value",OBS_VALUE,180717
1999_2002,"Proportion of journeys to work by bicycle","Santander","Value",OBS_VALUE,0.2
1999_2002,"Proportion of journeys to work by foot","Santander","Value",OBS_VALUE,24.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Santander","Value",OBS_VALUE,16.9
1999_2002,"Proportion of journeys to work by car or motor cycle","Santander","Value",OBS_VALUE,58.7
2003_2006,"Total population in Urban Audit cities","Santander","Value",OBS_VALUE,183799
2003_2006,"Proportion of journeys to work by bicycle","Santander","Value",OBS_VALUE,0.1
2003_2006,"Proportion of journeys to work by foot","Santander","Value",OBS_VALUE,22.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Santander","Value",OBS_VALUE,14.2
2003_2006,"Proportion of journeys to work by car or motor cycle","Santander","Value",OBS_VALUE,63.6

