TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Sweden","Value",OBS_VALUE,8590630
1994_1998,"Total population in Urban Audit cities","Sweden","Value",OBS_VALUE,8837496
1999_2002,"Total population in Urban Audit cities","Sweden","Value",OBS_VALUE,8882792
1999_2002,"Proportion of journeys to work by bicycle","Sweden","Value",OBS_VALUE,11.5
1999_2002,"Proportion of journeys to work by foot","Sweden","Value",OBS_VALUE,9.4
2003_2006,"Total population in Urban Audit cities","Sweden","Value",OBS_VALUE,8975670
2003_2006,"Proportion of journeys to work by bicycle","Sweden","Value",OBS_VALUE,12.0
2003_2006,"Proportion of journeys to work by foot","Sweden","Value",OBS_VALUE,11.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Sweden","Value",OBS_VALUE,14.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Sweden","Value",OBS_VALUE,63.0

