TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Regensburg","Value",OBS_VALUE,124398
1994_1998,"Total population in Urban Audit cities","Regensburg","Value",OBS_VALUE,125318
1999_2002,"Total population in Urban Audit cities","Regensburg","Value",OBS_VALUE,127198
1999_2002,"Proportion of journeys to work by bicycle","Regensburg","Value",OBS_VALUE,5.5
1999_2002,"Proportion of journeys to work by foot","Regensburg","Value",OBS_VALUE,9.3
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Regensburg","Value",OBS_VALUE,9.5
1999_2002,"Proportion of journeys to work by car or motor cycle","Regensburg","Value",OBS_VALUE,75.7
2003_2006,"Total population in Urban Audit cities","Regensburg","Value",OBS_VALUE,128917
2003_2006,"Proportion of journeys to work by bicycle","Regensburg","Value",OBS_VALUE,5.3
2003_2006,"Proportion of journeys to work by foot","Regensburg","Value",OBS_VALUE,7.6
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Regensburg","Value",OBS_VALUE,9.9
2003_2006,"Proportion of journeys to work by car or motor cycle","Regensburg","Value",OBS_VALUE,75.3

