TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Taranto","Value",OBS_VALUE,232334
1989_1993,"Proportion of journeys to work by bicycle","Taranto","Value",OBS_VALUE,0.4
1989_1993,"Proportion of journeys to work by foot","Taranto","Value",OBS_VALUE,12.7
1994_1998,"Total population in Urban Audit cities","Taranto","Value",OBS_VALUE,213205
1999_2002,"Total population in Urban Audit cities","Taranto","Value",OBS_VALUE,202033
1999_2002,"Proportion of journeys to work by bicycle","Taranto","Value",OBS_VALUE,0.5
1999_2002,"Proportion of journeys to work by foot","Taranto","Value",OBS_VALUE,11.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Taranto","Value",OBS_VALUE,72.2
2003_2006,"Total population in Urban Audit cities","Taranto","Value",OBS_VALUE,199012

