TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Barcelona","Value",OBS_VALUE,1643542
1989_1993,"Proportion of journeys to work by bicycle","Barcelona","Value",OBS_VALUE,5.2
1989_1993,"Proportion of journeys to work by foot","Barcelona","Value",OBS_VALUE,15.9
1994_1998,"Total population in Urban Audit cities","Barcelona","Value",OBS_VALUE,1508805
1994_1998,"Proportion of journeys to work by bicycle","Barcelona","Value",OBS_VALUE,0.5
1994_1998,"Proportion of journeys to work by foot","Barcelona","Value",OBS_VALUE,15.9
1999_2002,"Total population in Urban Audit cities","Barcelona","Value",OBS_VALUE,1503884
1999_2002,"Proportion of journeys to work by bicycle","Barcelona","Value",OBS_VALUE,0.5
1999_2002,"Proportion of journeys to work by foot","Barcelona","Value",OBS_VALUE,17.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Barcelona","Value",OBS_VALUE,48.6
2003_2006,"Total population in Urban Audit cities","Barcelona","Value",OBS_VALUE,1578546
2003_2006,"Proportion of journeys to work by bicycle","Barcelona","Value",OBS_VALUE,0.5
2003_2006,"Proportion of journeys to work by foot","Barcelona","Value",OBS_VALUE,14.5
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Barcelona","Value",OBS_VALUE,45.6
2003_2006,"Proportion of journeys to work by car or motor cycle","Barcelona","Value",OBS_VALUE,39.3

