TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Hannover","Value",OBS_VALUE,523627
1994_1998,"Total population in Urban Audit cities","Hannover","Value",OBS_VALUE,522574
1999_2002,"Total population in Urban Audit cities","Hannover","Value",OBS_VALUE,516415
1999_2002,"Proportion of journeys to work by bicycle","Hannover","Value",OBS_VALUE,14.3
1999_2002,"Proportion of journeys to work by foot","Hannover","Value",OBS_VALUE,7.1
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Hannover","Value",OBS_VALUE,27.3
1999_2002,"Proportion of journeys to work by car or motor cycle","Hannover","Value",OBS_VALUE,50.0
2003_2006,"Total population in Urban Audit cities","Hannover","Value",OBS_VALUE,515841
2003_2006,"Proportion of journeys to work by bicycle","Hannover","Value",OBS_VALUE,12.7
2003_2006,"Proportion of journeys to work by foot","Hannover","Value",OBS_VALUE,8.8
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Hannover","Value",OBS_VALUE,29.2
2003_2006,"Proportion of journeys to work by car or motor cycle","Hannover","Value",OBS_VALUE,49.2

