TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Dresden","Value",OBS_VALUE,502900
1994_1998,"Total population in Urban Audit cities","Dresden","Value",OBS_VALUE,482600
1999_2002,"Total population in Urban Audit cities","Dresden","Value",OBS_VALUE,478631
1999_2002,"Proportion of journeys to work by bicycle","Dresden","Value",OBS_VALUE,7.1
1999_2002,"Proportion of journeys to work by foot","Dresden","Value",OBS_VALUE,8.4
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Dresden","Value",OBS_VALUE,25.4
1999_2002,"Proportion of journeys to work by car or motor cycle","Dresden","Value",OBS_VALUE,59.0
2003_2006,"Total population in Urban Audit cities","Dresden","Value",OBS_VALUE,487421
2003_2006,"Proportion of journeys to work by bicycle","Dresden","Value",OBS_VALUE,9.0
2003_2006,"Proportion of journeys to work by foot","Dresden","Value",OBS_VALUE,9.5
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Dresden","Value",OBS_VALUE,26.8
2003_2006,"Proportion of journeys to work by car or motor cycle","Dresden","Value",OBS_VALUE,54.8

