TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Toledo","Value",OBS_VALUE,59802
1994_1998,"Total population in Urban Audit cities","Toledo","Value",OBS_VALUE,66006
1999_2002,"Total population in Urban Audit cities","Toledo","Value",OBS_VALUE,68382
1999_2002,"Proportion of journeys to work by bicycle","Toledo","Value",OBS_VALUE,0.2
1999_2002,"Proportion of journeys to work by foot","Toledo","Value",OBS_VALUE,18.6
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Toledo","Value",OBS_VALUE,15.8
1999_2002,"Proportion of journeys to work by car or motor cycle","Toledo","Value",OBS_VALUE,65.1
2003_2006,"Total population in Urban Audit cities","Toledo","Value",OBS_VALUE,73485
2003_2006,"Proportion of journeys to work by bicycle","Toledo","Value",OBS_VALUE,0.2
2003_2006,"Proportion of journeys to work by foot","Toledo","Value",OBS_VALUE,17.7
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Toledo","Value",OBS_VALUE,12.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Toledo","Value",OBS_VALUE,70.1

