TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Potsdam","Value",OBS_VALUE,140779
1999_2002,"Proportion of journeys to work by bicycle","Potsdam","Value",OBS_VALUE,13.8
1999_2002,"Proportion of journeys to work by foot","Potsdam","Value",OBS_VALUE,8.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Potsdam","Value",OBS_VALUE,13.8
1999_2002,"Proportion of journeys to work by car or motor cycle","Potsdam","Value",OBS_VALUE,64.3
2003_2006,"Total population in Urban Audit cities","Potsdam","Value",OBS_VALUE,145707
2003_2006,"Proportion of journeys to work by bicycle","Potsdam","Value",OBS_VALUE,14.1
2003_2006,"Proportion of journeys to work by foot","Potsdam","Value",OBS_VALUE,7.7
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Potsdam","Value",OBS_VALUE,12.1
2003_2006,"Proportion of journeys to work by car or motor cycle","Potsdam","Value",OBS_VALUE,65.5

