TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Palermo","Value",OBS_VALUE,698556
1989_1993,"Proportion of journeys to work by bicycle","Palermo","Value",OBS_VALUE,0.4
1989_1993,"Proportion of journeys to work by foot","Palermo","Value",OBS_VALUE,13.4
1994_1998,"Total population in Urban Audit cities","Palermo","Value",OBS_VALUE,696781
1999_2002,"Total population in Urban Audit cities","Palermo","Value",OBS_VALUE,686722
1999_2002,"Proportion of journeys to work by bicycle","Palermo","Value",OBS_VALUE,0.7
1999_2002,"Proportion of journeys to work by foot","Palermo","Value",OBS_VALUE,12.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Palermo","Value",OBS_VALUE,77.7
2003_2006,"Total population in Urban Audit cities","Palermo","Value",OBS_VALUE,675277

