TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Nitra","Value",OBS_VALUE,84534
1994_1998,"Total population in Urban Audit cities","Nitra","Value",OBS_VALUE,87569
1999_2002,"Total population in Urban Audit cities","Nitra","Value",OBS_VALUE,86726
1999_2002,"Proportion of journeys to work by bicycle","Nitra","Value",OBS_VALUE,7.0
1999_2002,"Proportion of journeys to work by foot","Nitra","Value",OBS_VALUE,10.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Nitra","Value",OBS_VALUE,44.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Nitra","Value",OBS_VALUE,39.0
2003_2006,"Total population in Urban Audit cities","Nitra","Value",OBS_VALUE,85742
2003_2006,"Proportion of journeys to work by bicycle","Nitra","Value",OBS_VALUE,7.0
2003_2006,"Proportion of journeys to work by foot","Nitra","Value",OBS_VALUE,11.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Nitra","Value",OBS_VALUE,41.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Nitra","Value",OBS_VALUE,41.0

