TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Erfurt","Value",OBS_VALUE,218770
1994_1998,"Total population in Urban Audit cities","Erfurt","Value",OBS_VALUE,208179
1999_2002,"Total population in Urban Audit cities","Erfurt","Value",OBS_VALUE,200126
1999_2002,"Proportion of journeys to work by bicycle","Erfurt","Value",OBS_VALUE,5.6
1999_2002,"Proportion of journeys to work by foot","Erfurt","Value",OBS_VALUE,16.7
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Erfurt","Value",OBS_VALUE,16.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Erfurt","Value",OBS_VALUE,61.7
2003_2006,"Total population in Urban Audit cities","Erfurt","Value",OBS_VALUE,202450
2003_2006,"Proportion of journeys to work by bicycle","Erfurt","Value",OBS_VALUE,5.9
2003_2006,"Proportion of journeys to work by foot","Erfurt","Value",OBS_VALUE,13.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Erfurt","Value",OBS_VALUE,12.6
2003_2006,"Proportion of journeys to work by car or motor cycle","Erfurt","Value",OBS_VALUE,67.7

