TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Sevilla","Value",OBS_VALUE,683028
1994_1998,"Total population in Urban Audit cities","Sevilla","Value",OBS_VALUE,697487
1999_2002,"Total population in Urban Audit cities","Sevilla","Value",OBS_VALUE,684633
1999_2002,"Proportion of journeys to work by bicycle","Sevilla","Value",OBS_VALUE,0.8
1999_2002,"Proportion of journeys to work by foot","Sevilla","Value",OBS_VALUE,10.7
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Sevilla","Value",OBS_VALUE,19.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Sevilla","Value",OBS_VALUE,66.2
2003_2006,"Total population in Urban Audit cities","Sevilla","Value",OBS_VALUE,704203
2003_2006,"Proportion of journeys to work by bicycle","Sevilla","Value",OBS_VALUE,0.7
2003_2006,"Proportion of journeys to work by foot","Sevilla","Value",OBS_VALUE,12.6
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Sevilla","Value",OBS_VALUE,15.1
2003_2006,"Proportion of journeys to work by car or motor cycle","Sevilla","Value",OBS_VALUE,71.5

