TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Valencia","Value",OBS_VALUE,752909
1994_1998,"Total population in Urban Audit cities","Valencia","Value",OBS_VALUE,746683
1999_2002,"Total population in Urban Audit cities","Valencia","Value",OBS_VALUE,738441
1999_2002,"Proportion of journeys to work by bicycle","Valencia","Value",OBS_VALUE,0.8
1999_2002,"Proportion of journeys to work by foot","Valencia","Value",OBS_VALUE,18.7
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Valencia","Value",OBS_VALUE,25.9
1999_2002,"Proportion of journeys to work by car or motor cycle","Valencia","Value",OBS_VALUE,54.9
2003_2006,"Total population in Urban Audit cities","Valencia","Value",OBS_VALUE,785732
2003_2006,"Proportion of journeys to work by bicycle","Valencia","Value",OBS_VALUE,0.8
2003_2006,"Proportion of journeys to work by foot","Valencia","Value",OBS_VALUE,16.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Valencia","Value",OBS_VALUE,21.2
2003_2006,"Proportion of journeys to work by car or motor cycle","Valencia","Value",OBS_VALUE,62.0

