TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Potenza","Value",OBS_VALUE,65714
1989_1993,"Proportion of journeys to work by bicycle","Potenza","Value",OBS_VALUE,0.0
1989_1993,"Proportion of journeys to work by foot","Potenza","Value",OBS_VALUE,16.3
1994_1998,"Total population in Urban Audit cities","Potenza","Value",OBS_VALUE,67024
1999_2002,"Total population in Urban Audit cities","Potenza","Value",OBS_VALUE,69060
1999_2002,"Proportion of journeys to work by bicycle","Potenza","Value",OBS_VALUE,0.0
1999_2002,"Proportion of journeys to work by foot","Potenza","Value",OBS_VALUE,9.4
1999_2002,"Proportion of journeys to work by car or motor cycle","Potenza","Value",OBS_VALUE,81.2
2003_2006,"Total population in Urban Audit cities","Potenza","Value",OBS_VALUE,68839

