TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Magdeburg","Value",OBS_VALUE,274244
1994_1998,"Total population in Urban Audit cities","Magdeburg","Value",OBS_VALUE,251031
1999_2002,"Total population in Urban Audit cities","Magdeburg","Value",OBS_VALUE,229755
1999_2002,"Proportion of journeys to work by bicycle","Magdeburg","Value",OBS_VALUE,5.8
1999_2002,"Proportion of journeys to work by foot","Magdeburg","Value",OBS_VALUE,7.6
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Magdeburg","Value",OBS_VALUE,28.2
1999_2002,"Proportion of journeys to work by car or motor cycle","Magdeburg","Value",OBS_VALUE,58.4
2003_2006,"Total population in Urban Audit cities","Magdeburg","Value",OBS_VALUE,226675
2003_2006,"Proportion of journeys to work by bicycle","Magdeburg","Value",OBS_VALUE,7.9
2003_2006,"Proportion of journeys to work by foot","Magdeburg","Value",OBS_VALUE,7.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Magdeburg","Value",OBS_VALUE,22.8
2003_2006,"Proportion of journeys to work by car or motor cycle","Magdeburg","Value",OBS_VALUE,62.2

