TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Vitoria/Gasteiz","Value",OBS_VALUE,206116
1994_1998,"Total population in Urban Audit cities","Vitoria/Gasteiz","Value",OBS_VALUE,214234
1994_1998,"Proportion of journeys to work by foot","Vitoria/Gasteiz","Value",OBS_VALUE,34.0
1999_2002,"Total population in Urban Audit cities","Vitoria/Gasteiz","Value",OBS_VALUE,216852
1999_2002,"Proportion of journeys to work by bicycle","Vitoria/Gasteiz","Value",OBS_VALUE,1.8
1999_2002,"Proportion of journeys to work by foot","Vitoria/Gasteiz","Value",OBS_VALUE,28.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Vitoria/Gasteiz","Value",OBS_VALUE,13.6
1999_2002,"Proportion of journeys to work by car or motor cycle","Vitoria/Gasteiz","Value",OBS_VALUE,56.4
2003_2006,"Total population in Urban Audit cities","Vitoria/Gasteiz","Value",OBS_VALUE,223702
2003_2006,"Proportion of journeys to work by bicycle","Vitoria/Gasteiz","Value",OBS_VALUE,1.4
2003_2006,"Proportion of journeys to work by foot","Vitoria/Gasteiz","Value",OBS_VALUE,26.7
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Vitoria/Gasteiz","Value",OBS_VALUE,13.5
2003_2006,"Proportion of journeys to work by car or motor cycle","Vitoria/Gasteiz","Value",OBS_VALUE,58.4

