TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Halle an der Saale","Value",OBS_VALUE,299884
1994_1998,"Total population in Urban Audit cities","Halle an der Saale","Value",OBS_VALUE,276624
1999_2002,"Total population in Urban Audit cities","Halle an der Saale","Value",OBS_VALUE,243045
1999_2002,"Proportion of journeys to work by bicycle","Halle an der Saale","Value",OBS_VALUE,6.7
1999_2002,"Proportion of journeys to work by foot","Halle an der Saale","Value",OBS_VALUE,10.9
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Halle an der Saale","Value",OBS_VALUE,25.3
1999_2002,"Proportion of journeys to work by car or motor cycle","Halle an der Saale","Value",OBS_VALUE,57.1
2003_2006,"Total population in Urban Audit cities","Halle an der Saale","Value",OBS_VALUE,238497
2003_2006,"Proportion of journeys to work by bicycle","Halle an der Saale","Value",OBS_VALUE,9.1
2003_2006,"Proportion of journeys to work by foot","Halle an der Saale","Value",OBS_VALUE,9.2
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Halle an der Saale","Value",OBS_VALUE,30.7
2003_2006,"Proportion of journeys to work by car or motor cycle","Halle an der Saale","Value",OBS_VALUE,50.9

