TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","G?ttingen","Value",OBS_VALUE,128299
1994_1998,"Total population in Urban Audit cities","G?ttingen","Value",OBS_VALUE,126451
1999_2002,"Total population in Urban Audit cities","G?ttingen","Value",OBS_VALUE,123822
1999_2002,"Proportion of journeys to work by bicycle","G?ttingen","Value",OBS_VALUE,7.8
1999_2002,"Proportion of journeys to work by foot","G?ttingen","Value",OBS_VALUE,14.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","G?ttingen","Value",OBS_VALUE,6.4
1999_2002,"Proportion of journeys to work by car or motor cycle","G?ttingen","Value",OBS_VALUE,71.6
2003_2006,"Total population in Urban Audit cities","G?ttingen","Value",OBS_VALUE,122187
2003_2006,"Proportion of journeys to work by bicycle","G?ttingen","Value",OBS_VALUE,9.2
2003_2006,"Proportion of journeys to work by foot","G?ttingen","Value",OBS_VALUE,13.6
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","G?ttingen","Value",OBS_VALUE,6.2
2003_2006,"Proportion of journeys to work by car or motor cycle","G?ttingen","Value",OBS_VALUE,70.5

