TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Bielefeld","Value",OBS_VALUE,324287
1994_1998,"Total population in Urban Audit cities","Bielefeld","Value",OBS_VALUE,324132
1999_2002,"Total population in Urban Audit cities","Bielefeld","Value",OBS_VALUE,323373
1999_2002,"Proportion of journeys to work by bicycle","Bielefeld","Value",OBS_VALUE,7.2
1999_2002,"Proportion of journeys to work by foot","Bielefeld","Value",OBS_VALUE,10.1
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Bielefeld","Value",OBS_VALUE,14.2
1999_2002,"Proportion of journeys to work by car or motor cycle","Bielefeld","Value",OBS_VALUE,68.6
2003_2006,"Total population in Urban Audit cities","Bielefeld","Value",OBS_VALUE,328012
2003_2006,"Proportion of journeys to work by bicycle","Bielefeld","Value",OBS_VALUE,8.8
2003_2006,"Proportion of journeys to work by foot","Bielefeld","Value",OBS_VALUE,10.2
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Bielefeld","Value",OBS_VALUE,16.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Bielefeld","Value",OBS_VALUE,65.0

