TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Bern","Value",OBS_VALUE,136338
1989_1993,"Proportion of journeys to work by bicycle","Bern","Value",OBS_VALUE,7.6
1989_1993,"Proportion of journeys to work by foot","Bern","Value",OBS_VALUE,12.3
1989_1993,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Bern","Value",OBS_VALUE,57.1
1989_1993,"Proportion of journeys to work by car or motor cycle","Bern","Value",OBS_VALUE,23.1
1994_1998,"Total population in Urban Audit cities","Bern","Value",OBS_VALUE,131046
1999_2002,"Total population in Urban Audit cities","Bern","Value",OBS_VALUE,128634
1999_2002,"Proportion of journeys to work by bicycle","Bern","Value",OBS_VALUE,11.4
1999_2002,"Proportion of journeys to work by foot","Bern","Value",OBS_VALUE,10.8
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Bern","Value",OBS_VALUE,53.9
1999_2002,"Proportion of journeys to work by car or motor cycle","Bern","Value",OBS_VALUE,23.9
2003_2006,"Total population in Urban Audit cities","Bern","Value",OBS_VALUE,127519

