TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1994_1998,"Total population in Urban Audit cities","Ireland","Value",OBS_VALUE,3652177
1999_2002,"Total population in Urban Audit cities","Ireland","Value",OBS_VALUE,3744059
1999_2002,"Proportion of journeys to work by bicycle","Ireland","Value",OBS_VALUE,2.0
1999_2002,"Proportion of journeys to work by foot","Ireland","Value",OBS_VALUE,12.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Ireland","Value",OBS_VALUE,9.0
2003_2006,"Total population in Urban Audit cities","Ireland","Value",OBS_VALUE,3905907
2003_2006,"Proportion of journeys to work by bicycle","Ireland","Value",OBS_VALUE,2.0
2003_2006,"Proportion of journeys to work by foot","Ireland","Value",OBS_VALUE,11.2
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Ireland","Value",OBS_VALUE,8.9
2003_2006,"Proportion of journeys to work by car or motor cycle","Ireland","Value",OBS_VALUE,65.4

