TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Ume?","Value",OBS_VALUE,92653
1994_1998,"Total population in Urban Audit cities","Ume?","Value",OBS_VALUE,102487
1994_1998,"Proportion of journeys to work by bicycle","Ume?","Value",OBS_VALUE,26.0
1994_1998,"Proportion of journeys to work by foot","Ume?","Value",OBS_VALUE,14.0
1999_2002,"Total population in Urban Audit cities","Ume?","Value",OBS_VALUE,104512
1999_2002,"Proportion of journeys to work by bicycle","Ume?","Value",OBS_VALUE,31.0
1999_2002,"Proportion of journeys to work by foot","Ume?","Value",OBS_VALUE,13.0
2003_2006,"Total population in Urban Audit cities","Ume?","Value",OBS_VALUE,107917
2003_2006,"Proportion of journeys to work by bicycle","Ume?","Value",OBS_VALUE,26.0
2003_2006,"Proportion of journeys to work by foot","Ume?","Value",OBS_VALUE,17.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Ume?","Value",OBS_VALUE,3.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Ume?","Value",OBS_VALUE,54.0

