TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Frankfurt am Main","Value",OBS_VALUE,663952
1994_1998,"Total population in Urban Audit cities","Frankfurt am Main","Value",OBS_VALUE,647304
1999_2002,"Total population in Urban Audit cities","Frankfurt am Main","Value",OBS_VALUE,641076
1999_2002,"Proportion of journeys to work by bicycle","Frankfurt am Main","Value",OBS_VALUE,6.1
1999_2002,"Proportion of journeys to work by foot","Frankfurt am Main","Value",OBS_VALUE,11.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Frankfurt am Main","Value",OBS_VALUE,36.2
1999_2002,"Proportion of journeys to work by car or motor cycle","Frankfurt am Main","Value",OBS_VALUE,46.4
2003_2006,"Total population in Urban Audit cities","Frankfurt am Main","Value",OBS_VALUE,646889
2003_2006,"Proportion of journeys to work by bicycle","Frankfurt am Main","Value",OBS_VALUE,7.2
2003_2006,"Proportion of journeys to work by foot","Frankfurt am Main","Value",OBS_VALUE,11.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Frankfurt am Main","Value",OBS_VALUE,38.5
2003_2006,"Proportion of journeys to work by car or motor cycle","Frankfurt am Main","Value",OBS_VALUE,43.2

