TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Badajoz","Value",OBS_VALUE,122225
1994_1998,"Total population in Urban Audit cities","Badajoz","Value",OBS_VALUE,122510
1999_2002,"Total population in Urban Audit cities","Badajoz","Value",OBS_VALUE,133519
1999_2002,"Proportion of journeys to work by bicycle","Badajoz","Value",OBS_VALUE,0.6
1999_2002,"Proportion of journeys to work by foot","Badajoz","Value",OBS_VALUE,23.1
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Badajoz","Value",OBS_VALUE,8.3
1999_2002,"Proportion of journeys to work by car or motor cycle","Badajoz","Value",OBS_VALUE,67.6
2003_2006,"Total population in Urban Audit cities","Badajoz","Value",OBS_VALUE,139135
2003_2006,"Proportion of journeys to work by bicycle","Badajoz","Value",OBS_VALUE,0.4
2003_2006,"Proportion of journeys to work by foot","Badajoz","Value",OBS_VALUE,21.8
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Badajoz","Value",OBS_VALUE,6.7
2003_2006,"Proportion of journeys to work by car or motor cycle","Badajoz","Value",OBS_VALUE,71.1

