TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Stuttgart","Value",OBS_VALUE,587152
1999_2002,"Proportion of journeys to work by bicycle","Stuttgart","Value",OBS_VALUE,4.0
1999_2002,"Proportion of journeys to work by foot","Stuttgart","Value",OBS_VALUE,11.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Stuttgart","Value",OBS_VALUE,32.5
1999_2002,"Proportion of journeys to work by car or motor cycle","Stuttgart","Value",OBS_VALUE,52.2
2003_2006,"Total population in Urban Audit cities","Stuttgart","Value",OBS_VALUE,590657
2003_2006,"Proportion of journeys to work by bicycle","Stuttgart","Value",OBS_VALUE,3.6
2003_2006,"Proportion of journeys to work by foot","Stuttgart","Value",OBS_VALUE,13.2
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Stuttgart","Value",OBS_VALUE,32.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Stuttgart","Value",OBS_VALUE,51.3

