TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Amsterdam","Value",OBS_VALUE,702444
1994_1998,"Total population in Urban Audit cities","Amsterdam","Value",OBS_VALUE,718119
1999_2002,"Total population in Urban Audit cities","Amsterdam","Value",OBS_VALUE,734594
1999_2002,"Proportion of journeys to work by bicycle","Amsterdam","Value",OBS_VALUE,21.0
1999_2002,"Proportion of journeys to work by foot","Amsterdam","Value",OBS_VALUE,4.0
2003_2006,"Total population in Urban Audit cities","Amsterdam","Value",OBS_VALUE,739104
2003_2006,"Proportion of journeys to work by bicycle","Amsterdam","Value",OBS_VALUE,22.0
2003_2006,"Proportion of journeys to work by foot","Amsterdam","Value",OBS_VALUE,4.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Amsterdam","Value",OBS_VALUE,30.0

