TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Frankfurt (Oder)","Value",OBS_VALUE,84937
1994_1998,"Total population in Urban Audit cities","Frankfurt (Oder)","Value",OBS_VALUE,79784
1999_2002,"Proportion of journeys to work by bicycle","Frankfurt (Oder)","Value",OBS_VALUE,10.5
1999_2002,"Proportion of journeys to work by foot","Frankfurt (Oder)","Value",OBS_VALUE,9.7
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Frankfurt (Oder)","Value",OBS_VALUE,12.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Frankfurt (Oder)","Value",OBS_VALUE,67.8
2003_2006,"Total population in Urban Audit cities","Frankfurt (Oder)","Value",OBS_VALUE,65242
2003_2006,"Proportion of journeys to work by bicycle","Frankfurt (Oder)","Value",OBS_VALUE,8.4
2003_2006,"Proportion of journeys to work by foot","Frankfurt (Oder)","Value",OBS_VALUE,8.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Frankfurt (Oder)","Value",OBS_VALUE,12.9
2003_2006,"Proportion of journeys to work by car or motor cycle","Frankfurt (Oder)","Value",OBS_VALUE,69.9

