TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Karlsruhe","Value",OBS_VALUE,279329
1994_1998,"Total population in Urban Audit cities","Karlsruhe","Value",OBS_VALUE,277191
1999_2002,"Total population in Urban Audit cities","Karlsruhe","Value",OBS_VALUE,279578
1999_2002,"Proportion of journeys to work by bicycle","Karlsruhe","Value",OBS_VALUE,10.4
1999_2002,"Proportion of journeys to work by foot","Karlsruhe","Value",OBS_VALUE,10.4
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Karlsruhe","Value",OBS_VALUE,14.2
1999_2002,"Proportion of journeys to work by car or motor cycle","Karlsruhe","Value",OBS_VALUE,65.0
2003_2006,"Total population in Urban Audit cities","Karlsruhe","Value",OBS_VALUE,284163
2003_2006,"Proportion of journeys to work by bicycle","Karlsruhe","Value",OBS_VALUE,7.7
2003_2006,"Proportion of journeys to work by foot","Karlsruhe","Value",OBS_VALUE,9.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Karlsruhe","Value",OBS_VALUE,14.4
2003_2006,"Proportion of journeys to work by car or motor cycle","Karlsruhe","Value",OBS_VALUE,67.3

