TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Galway","Value",OBS_VALUE,58256
1999_2002,"Proportion of journeys to work by bicycle","Galway","Value",OBS_VALUE,4.0
1999_2002,"Proportion of journeys to work by foot","Galway","Value",OBS_VALUE,21.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Galway","Value",OBS_VALUE,7.0
2003_2006,"Total population in Urban Audit cities","Galway","Value",OBS_VALUE,61663
2003_2006,"Proportion of journeys to work by bicycle","Galway","Value",OBS_VALUE,2.2
2003_2006,"Proportion of journeys to work by foot","Galway","Value",OBS_VALUE,12.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Galway","Value",OBS_VALUE,4.3
2003_2006,"Proportion of journeys to work by car or motor cycle","Galway","Value",OBS_VALUE,68.3

