TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","K?ln","Value",OBS_VALUE,960631
1994_1998,"Total population in Urban Audit cities","K?ln","Value",OBS_VALUE,964346
1999_2002,"Total population in Urban Audit cities","K?ln","Value",OBS_VALUE,967940
1999_2002,"Proportion of journeys to work by bicycle","K?ln","Value",OBS_VALUE,7.6
1999_2002,"Proportion of journeys to work by foot","K?ln","Value",OBS_VALUE,7.8
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","K?ln","Value",OBS_VALUE,29.2
1999_2002,"Proportion of journeys to work by car or motor cycle","K?ln","Value",OBS_VALUE,55.3
2003_2006,"Total population in Urban Audit cities","K?ln","Value",OBS_VALUE,969709
2003_2006,"Proportion of journeys to work by bicycle","K?ln","Value",OBS_VALUE,8.7
2003_2006,"Proportion of journeys to work by foot","K?ln","Value",OBS_VALUE,8.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","K?ln","Value",OBS_VALUE,26.9
2003_2006,"Proportion of journeys to work by car or motor cycle","K?ln","Value",OBS_VALUE,56.0

