TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Wiesbaden","Value",OBS_VALUE,268069
1994_1998,"Total population in Urban Audit cities","Wiesbaden","Value",OBS_VALUE,267669
1999_2002,"Total population in Urban Audit cities","Wiesbaden","Value",OBS_VALUE,271076
1999_2002,"Proportion of journeys to work by bicycle","Wiesbaden","Value",OBS_VALUE,7.2
1999_2002,"Proportion of journeys to work by foot","Wiesbaden","Value",OBS_VALUE,11.3
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Wiesbaden","Value",OBS_VALUE,19.7
1999_2002,"Proportion of journeys to work by car or motor cycle","Wiesbaden","Value",OBS_VALUE,61.8
2003_2006,"Total population in Urban Audit cities","Wiesbaden","Value",OBS_VALUE,274076
2003_2006,"Proportion of journeys to work by bicycle","Wiesbaden","Value",OBS_VALUE,3.9
2003_2006,"Proportion of journeys to work by foot","Wiesbaden","Value",OBS_VALUE,9.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Wiesbaden","Value",OBS_VALUE,22.7
2003_2006,"Proportion of journeys to work by car or motor cycle","Wiesbaden","Value",OBS_VALUE,64.3

