TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","M?laga","Value",OBS_VALUE,522108
1994_1998,"Total population in Urban Audit cities","M?laga","Value",OBS_VALUE,549135
1999_2002,"Total population in Urban Audit cities","M?laga","Value",OBS_VALUE,524414
1999_2002,"Proportion of journeys to work by bicycle","M?laga","Value",OBS_VALUE,0.3
1999_2002,"Proportion of journeys to work by foot","M?laga","Value",OBS_VALUE,13.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","M?laga","Value",OBS_VALUE,13.3
1999_2002,"Proportion of journeys to work by car or motor cycle","M?laga","Value",OBS_VALUE,72.9
2003_2006,"Total population in Urban Audit cities","M?laga","Value",OBS_VALUE,547731
2003_2006,"Proportion of journeys to work by bicycle","M?laga","Value",OBS_VALUE,0.2
2003_2006,"Proportion of journeys to work by foot","M?laga","Value",OBS_VALUE,12.4
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","M?laga","Value",OBS_VALUE,10.5
2003_2006,"Proportion of journeys to work by car or motor cycle","M?laga","Value",OBS_VALUE,76.9

