TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Roma","Value",OBS_VALUE,2775250
1989_1993,"Proportion of journeys to work by bicycle","Roma","Value",OBS_VALUE,0.3
1989_1993,"Proportion of journeys to work by foot","Roma","Value",OBS_VALUE,8.6
1994_1998,"Total population in Urban Audit cities","Roma","Value",OBS_VALUE,2653253
1999_2002,"Total population in Urban Audit cities","Roma","Value",OBS_VALUE,2546804
1999_2002,"Proportion of journeys to work by bicycle","Roma","Value",OBS_VALUE,0.3
1999_2002,"Proportion of journeys to work by foot","Roma","Value",OBS_VALUE,7.4
1999_2002,"Proportion of journeys to work by car or motor cycle","Roma","Value",OBS_VALUE,68.3
2003_2006,"Total population in Urban Audit cities","Roma","Value",OBS_VALUE,2553873

