TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Kiel","Value",OBS_VALUE,232242
1999_2002,"Proportion of journeys to work by bicycle","Kiel","Value",OBS_VALUE,10.9
1999_2002,"Proportion of journeys to work by foot","Kiel","Value",OBS_VALUE,9.6
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Kiel","Value",OBS_VALUE,14.3
1999_2002,"Proportion of journeys to work by car or motor cycle","Kiel","Value",OBS_VALUE,65.2
2003_2006,"Total population in Urban Audit cities","Kiel","Value",OBS_VALUE,233329
2003_2006,"Proportion of journeys to work by bicycle","Kiel","Value",OBS_VALUE,13.4
2003_2006,"Proportion of journeys to work by foot","Kiel","Value",OBS_VALUE,9.9
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Kiel","Value",OBS_VALUE,11.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Kiel","Value",OBS_VALUE,64.4

