TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Kosice","Value",OBS_VALUE,235160
1994_1998,"Total population in Urban Audit cities","Kosice","Value",OBS_VALUE,241606
1999_2002,"Total population in Urban Audit cities","Kosice","Value",OBS_VALUE,236093
1999_2002,"Proportion of journeys to work by bicycle","Kosice","Value",OBS_VALUE,1.0
1999_2002,"Proportion of journeys to work by foot","Kosice","Value",OBS_VALUE,10.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Kosice","Value",OBS_VALUE,68.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Kosice","Value",OBS_VALUE,21.0
2003_2006,"Total population in Urban Audit cities","Kosice","Value",OBS_VALUE,235006
2003_2006,"Proportion of journeys to work by bicycle","Kosice","Value",OBS_VALUE,1.0
2003_2006,"Proportion of journeys to work by foot","Kosice","Value",OBS_VALUE,10.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Kosice","Value",OBS_VALUE,66.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Kosice","Value",OBS_VALUE,23.0

