TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Dortmund","Value",OBS_VALUE,600669
1994_1998,"Total population in Urban Audit cities","Dortmund","Value",OBS_VALUE,597024
1999_2002,"Total population in Urban Audit cities","Dortmund","Value",OBS_VALUE,589240
1999_2002,"Proportion of journeys to work by bicycle","Dortmund","Value",OBS_VALUE,3.9
1999_2002,"Proportion of journeys to work by foot","Dortmund","Value",OBS_VALUE,9.3
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Dortmund","Value",OBS_VALUE,19.9
1999_2002,"Proportion of journeys to work by car or motor cycle","Dortmund","Value",OBS_VALUE,67.0
2003_2006,"Total population in Urban Audit cities","Dortmund","Value",OBS_VALUE,588680
2003_2006,"Proportion of journeys to work by bicycle","Dortmund","Value",OBS_VALUE,2.8
2003_2006,"Proportion of journeys to work by foot","Dortmund","Value",OBS_VALUE,7.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Dortmund","Value",OBS_VALUE,23.1
2003_2006,"Proportion of journeys to work by car or motor cycle","Dortmund","Value",OBS_VALUE,66.8

