TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Moers","Value",OBS_VALUE,106384
1994_1998,"Total population in Urban Audit cities","Moers","Value",OBS_VALUE,107099
1999_2002,"Total population in Urban Audit cities","Moers","Value",OBS_VALUE,107421
1999_2002,"Proportion of journeys to work by bicycle","Moers","Value",OBS_VALUE,10.5
1999_2002,"Proportion of journeys to work by foot","Moers","Value",OBS_VALUE,5.9
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Moers","Value",OBS_VALUE,10.2
1999_2002,"Proportion of journeys to work by car or motor cycle","Moers","Value",OBS_VALUE,73.4
2003_2006,"Total population in Urban Audit cities","Moers","Value",OBS_VALUE,107930
2003_2006,"Proportion of journeys to work by bicycle","Moers","Value",OBS_VALUE,7.7
2003_2006,"Proportion of journeys to work by foot","Moers","Value",OBS_VALUE,7.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Moers","Value",OBS_VALUE,9.3
2003_2006,"Proportion of journeys to work by car or motor cycle","Moers","Value",OBS_VALUE,73.4

