TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","PreSov","Value",OBS_VALUE,92786
1999_2002,"Proportion of journeys to work by bicycle","PreSov","Value",OBS_VALUE,14.3
1999_2002,"Proportion of journeys to work by foot","PreSov","Value",OBS_VALUE,4.1
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","PreSov","Value",OBS_VALUE,57.3
1999_2002,"Proportion of journeys to work by car or motor cycle","PreSov","Value",OBS_VALUE,24.3
2003_2006,"Total population in Urban Audit cities","PreSov","Value",OBS_VALUE,91767
2003_2006,"Proportion of journeys to work by bicycle","PreSov","Value",OBS_VALUE,14.3
2003_2006,"Proportion of journeys to work by foot","PreSov","Value",OBS_VALUE,4.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","PreSov","Value",OBS_VALUE,55.2
2003_2006,"Proportion of journeys to work by car or motor cycle","PreSov","Value",OBS_VALUE,26.5

