TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Weimar","Value",OBS_VALUE,62750
1994_1998,"Total population in Urban Audit cities","Weimar","Value",OBS_VALUE,61964
1999_2002,"Proportion of journeys to work by bicycle","Weimar","Value",OBS_VALUE,5.6
1999_2002,"Proportion of journeys to work by foot","Weimar","Value",OBS_VALUE,16.7
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Weimar","Value",OBS_VALUE,16.8
1999_2002,"Proportion of journeys to work by car or motor cycle","Weimar","Value",OBS_VALUE,60.9
2003_2006,"Total population in Urban Audit cities","Weimar","Value",OBS_VALUE,64491
2003_2006,"Proportion of journeys to work by bicycle","Weimar","Value",OBS_VALUE,5.9
2003_2006,"Proportion of journeys to work by foot","Weimar","Value",OBS_VALUE,13.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Weimar","Value",OBS_VALUE,12.6
2003_2006,"Proportion of journeys to work by car or motor cycle","Weimar","Value",OBS_VALUE,67.7

