TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Santiago de Compostela","Value",OBS_VALUE,87807
1994_1998,"Total population in Urban Audit cities","Santiago de Compostela","Value",OBS_VALUE,93672
1999_2002,"Total population in Urban Audit cities","Santiago de Compostela","Value",OBS_VALUE,90188
1999_2002,"Proportion of journeys to work by bicycle","Santiago de Compostela","Value",OBS_VALUE,0.1
1999_2002,"Proportion of journeys to work by foot","Santiago de Compostela","Value",OBS_VALUE,24.6
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Santiago de Compostela","Value",OBS_VALUE,13.4
1999_2002,"Proportion of journeys to work by car or motor cycle","Santiago de Compostela","Value",OBS_VALUE,61.5
2003_2006,"Total population in Urban Audit cities","Santiago de Compostela","Value",OBS_VALUE,92298
2003_2006,"Proportion of journeys to work by bicycle","Santiago de Compostela","Value",OBS_VALUE,0.1
2003_2006,"Proportion of journeys to work by foot","Santiago de Compostela","Value",OBS_VALUE,21.2
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Santiago de Compostela","Value",OBS_VALUE,11.3
2003_2006,"Proportion of journeys to work by car or motor cycle","Santiago de Compostela","Value",OBS_VALUE,67.4

