TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Z?rich","Value",OBS_VALUE,365043
1989_1993,"Proportion of journeys to work by bicycle","Z?rich","Value",OBS_VALUE,3.3
1989_1993,"Proportion of journeys to work by foot","Z?rich","Value",OBS_VALUE,9.2
1989_1993,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Z?rich","Value",OBS_VALUE,61.1
1989_1993,"Proportion of journeys to work by car or motor cycle","Z?rich","Value",OBS_VALUE,26.4
1994_1998,"Total population in Urban Audit cities","Z?rich","Value",OBS_VALUE,360826
1999_2002,"Total population in Urban Audit cities","Z?rich","Value",OBS_VALUE,363273
1999_2002,"Proportion of journeys to work by bicycle","Z?rich","Value",OBS_VALUE,4.9
1999_2002,"Proportion of journeys to work by foot","Z?rich","Value",OBS_VALUE,7.5
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Z?rich","Value",OBS_VALUE,62.6
1999_2002,"Proportion of journeys to work by car or motor cycle","Z?rich","Value",OBS_VALUE,25.1
2003_2006,"Total population in Urban Audit cities","Z?rich","Value",OBS_VALUE,364528

