TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","N?rnberg","Value",OBS_VALUE,500198
1994_1998,"Total population in Urban Audit cities","N?rnberg","Value",OBS_VALUE,492864
1999_2002,"Total population in Urban Audit cities","N?rnberg","Value",OBS_VALUE,491307
1999_2002,"Proportion of journeys to work by bicycle","N?rnberg","Value",OBS_VALUE,6.8
1999_2002,"Proportion of journeys to work by foot","N?rnberg","Value",OBS_VALUE,10.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","N?rnberg","Value",OBS_VALUE,28.0
1999_2002,"Proportion of journeys to work by car or motor cycle","N?rnberg","Value",OBS_VALUE,55.2
2003_2006,"Total population in Urban Audit cities","N?rnberg","Value",OBS_VALUE,495302
2003_2006,"Proportion of journeys to work by bicycle","N?rnberg","Value",OBS_VALUE,6.9
2003_2006,"Proportion of journeys to work by foot","N?rnberg","Value",OBS_VALUE,11.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","N?rnberg","Value",OBS_VALUE,29.6
2003_2006,"Proportion of journeys to work by car or motor cycle","N?rnberg","Value",OBS_VALUE,52.2

