TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Essen","Value",OBS_VALUE,627269
1994_1998,"Total population in Urban Audit cities","Essen","Value",OBS_VALUE,611827
1999_2002,"Total population in Urban Audit cities","Essen","Value",OBS_VALUE,591889
1999_2002,"Proportion of journeys to work by bicycle","Essen","Value",OBS_VALUE,1.3
1999_2002,"Proportion of journeys to work by foot","Essen","Value",OBS_VALUE,8.2
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Essen","Value",OBS_VALUE,21.3
1999_2002,"Proportion of journeys to work by car or motor cycle","Essen","Value",OBS_VALUE,69.2
2003_2006,"Total population in Urban Audit cities","Essen","Value",OBS_VALUE,588084
2003_2006,"Proportion of journeys to work by bicycle","Essen","Value",OBS_VALUE,1.6
2003_2006,"Proportion of journeys to work by foot","Essen","Value",OBS_VALUE,9.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Essen","Value",OBS_VALUE,20.1
2003_2006,"Proportion of journeys to work by car or motor cycle","Essen","Value",OBS_VALUE,69.0

