TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Darmstadt","Value",OBS_VALUE,141431
1994_1998,"Total population in Urban Audit cities","Darmstadt","Value",OBS_VALUE,138442
1999_2002,"Total population in Urban Audit cities","Darmstadt","Value",OBS_VALUE,138457
1999_2002,"Proportion of journeys to work by bicycle","Darmstadt","Value",OBS_VALUE,7.2
1999_2002,"Proportion of journeys to work by foot","Darmstadt","Value",OBS_VALUE,11.3
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Darmstadt","Value",OBS_VALUE,24.8
1999_2002,"Proportion of journeys to work by car or motor cycle","Darmstadt","Value",OBS_VALUE,56.7
2003_2006,"Total population in Urban Audit cities","Darmstadt","Value",OBS_VALUE,140078
2003_2006,"Proportion of journeys to work by bicycle","Darmstadt","Value",OBS_VALUE,6.6
2003_2006,"Proportion of journeys to work by foot","Darmstadt","Value",OBS_VALUE,8.9
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Darmstadt","Value",OBS_VALUE,22.5
2003_2006,"Proportion of journeys to work by car or motor cycle","Darmstadt","Value",OBS_VALUE,60.6

