TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1989_1993,"Total population in Urban Audit cities","Stockholm","Value",OBS_VALUE,674452
1994_1998,"Total population in Urban Audit cities","Stockholm","Value",OBS_VALUE,711119
1999_2002,"Total population in Urban Audit cities","Stockholm","Value",OBS_VALUE,750348
1999_2002,"Proportion of journeys to work by bicycle","Stockholm","Value",OBS_VALUE,4.0
1999_2002,"Proportion of journeys to work by foot","Stockholm","Value",OBS_VALUE,9.0
2003_2006,"Total population in Urban Audit cities","Stockholm","Value",OBS_VALUE,761721
2003_2006,"Proportion of journeys to work by bicycle","Stockholm","Value",OBS_VALUE,7.0
2003_2006,"Proportion of journeys to work by foot","Stockholm","Value",OBS_VALUE,15.0
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Stockholm","Value",OBS_VALUE,43.0
2003_2006,"Proportion of journeys to work by car or motor cycle","Stockholm","Value",OBS_VALUE,33.0

