TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1994_1998,"Total population in Urban Audit cities","Spain","Value",OBS_VALUE,39669394
1999_2002,"Total population in Urban Audit cities","Spain","Value",OBS_VALUE,40847371
1999_2002,"Proportion of journeys to work by bicycle","Spain","Value",OBS_VALUE,0.6
1999_2002,"Proportion of journeys to work by foot","Spain","Value",OBS_VALUE,18.6
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Spain","Value",OBS_VALUE,18.0
1999_2002,"Proportion of journeys to work by car or motor cycle","Spain","Value",OBS_VALUE,60.6
2003_2006,"Total population in Urban Audit cities","Spain","Value",OBS_VALUE,43197684
2003_2006,"Proportion of journeys to work by bicycle","Spain","Value",OBS_VALUE,4.9
2003_2006,"Proportion of journeys to work by foot","Spain","Value",OBS_VALUE,17.1
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Spain","Value",OBS_VALUE,18.3
2003_2006,"Proportion of journeys to work by car or motor cycle","Spain","Value",OBS_VALUE,59.7

