TIME,INDIC_UR_LAB,CITIES_LAB,INFO_LAB,INDICATORS,INDICATORS_VALUE
1999_2002,"Total population in Urban Audit cities","Waterford","Value",OBS_VALUE,41795
1999_2002,"Proportion of journeys to work by bicycle","Waterford","Value",OBS_VALUE,2.0
1999_2002,"Proportion of journeys to work by foot","Waterford","Value",OBS_VALUE,19.0
1999_2002,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Waterford","Value",OBS_VALUE,4.0
2003_2006,"Total population in Urban Audit cities","Waterford","Value",OBS_VALUE,42528
2003_2006,"Proportion of journeys to work by bicycle","Waterford","Value",OBS_VALUE,1.9
2003_2006,"Proportion of journeys to work by foot","Waterford","Value",OBS_VALUE,18.3
2003_2006,"Proportion of journeys to work by public transport (rail, metro, bus, tram)","Waterford","Value",OBS_VALUE,3.9
2003_2006,"Proportion of journeys to work by car or motor cycle","Waterford","Value",OBS_VALUE,69.0

